,ship_to_name,ship_to_name_Kfold_Target_Enc
3365,PT. WIN WAHANA CIPTA MARGA,566.0
3367,TIGA PERMATA TARSIS,958.0
3368,TJAKRINDO MAS,969.2307692307693
3369,Proyek Toll Pettarani,1150.578847252578
3370,PT. Super Beton Perdana,1257.5
3371,PT. Utama Beton,1160.0
3373,PROYEK BENDUNGAN LADONGI,1088.5836917703352
3374,PT. NINDYA BETON,640.0
3375,PT. KARYA PARE SEJAHTERA,1150.0
3376,PT. SULAWESI READYMIX,823.0
3378,PROYEK TOLL MANADO-BITUNG,1249.857142857143
3379,PT. CAHAYA ABADI LESTARI,600.0
3382,PT.SAMAEROT TRI PUTRA,1107.6923076923076
3384,PT Kunango Jantan Padang Pariaman,1029.9
3387,PT Perkasa Beton,1081.95164680715
3389,BP Prima Beton Cakrawala,969.8888888888889
3390,PT. STATIKA MITRA SARANA,1016.8181818181819
3391,Star Indonesia Readymix,1010.7142857142857
3392,BP TLB Kota Padang,1026.195073376073
3394,PT TRI JAYA PUTRA DHARMASRAYA,1352.3009376877524
3396,Pryk Tol Indralaya Prabumulih - Hut,570.5
3398,Pryk Tol Indrpra PT Agung Beton-SBA,1288.5714285714287
3400,PT. Abadi Beton Perkasa SBA,1210.6333333333334
3401,AYU SEPTA PERDANA PINANG LOMBANG,1462.6666666666667
3403,"DEXTONINDO PERSADA, PT",1222.355555555556
3404,PT. Era Karya Konstruksi N-SBA,753.8571428571429
3406,PT. Jaya Sentrikon Ind SBA,337.14285714285717
3407,KREASIBETON ASAHAN III,1290.0
3408,"MEDAN BETON TEGUH PERKASA, PT",1264.8666666666666
3410,"NETRALINDO JAYA MANDIRI, PT",1400.0
3413,PT Sasta Konstruksi,1499.2857142857142
3414,PT Promosi Andalan,733.5714285714286
3415,RAPI ARJASA,1287.7272727272727
3416,EMA PT Rihitindo Toba Beton,1462.857142857143
3417,PT. Unggul Sejati Indnesia-SBA,1150.0
3424,Proyek Jalan Tol BP Seulawah,1376.6
3425,"BEURATA SUBUR PERKASA, PT",1371.60525457617
3426,Pryk PLTA Peusangan 1 & 2 / PP,1153.2
3427,RDM ADI JAYA BETON PLANT SINGARAJA,1030.7142857142858
3430,"LISA CONCRETE INDONESIA PT,",918.0
3432,RDM SCG READYMIX INDONESIA,852.6
3433,RDM SINAR BALI BINAKARYA,1050.4761904761904
3434,PT.TUNAS BARU MAJU MANDIRI,790.0
3435,ADHI CIPTA INDAH PT. (SHERACON),810.0
3436,AFINDI AGUNG PT.,511.3636363636364
3441,DAYA CIPTA ANEKA REKSA PT(BITUNG),780.7672793459818
3442,RDM EKA BETON PLANT SERANG,1150.578847252578
3443,RDM FARIKA BETON PL CENGKARENG,261.6666666666667
3444,INDOBRICK SEJAHTERA PT.,753.8060397924521
3445,JAYACON PANEL UTAMA PT,851.5384615384615
3446,LIUNISEN BETONINDO SEJAHTERA PT.,813.4615384615385
3447,MAHRI BETON - PLANT TANGERANG,819.5833333333334
3448,MAJU JAYA MANDIRI CV.,819.0
3450,PANTONEPILE KWARTATAMA.PT (TGR),706.429457501959
3451,"PBR MULTI MORTAR, PT",823.5714285714286
3453,SAVIRCON MANDIRI INTERNUSA(STDU),770.0
3454,SHENGLI INDUSTRI INDONESIA,780.8333333333334
3455,TRIPALINDO PERKASA PT.,783.0769230769231
3459,RDM Agung Beton P U Tol Bengkulu,920.0
3460,PT Selamat Group Beton,1100.0
3462,"RDM ANEKA DHARMA PERSADA, PT",850.3703703703703
3463,DIAMOND BARU PT.,709.8125
3464,RDM HANDARU WIJAYA MULYA,891.1111111111111
3465,INTICON,585.8333333333334
3466,RDM KSB KULONPROGO,903.3333333333334
3467,PBR GENTENG MUTIARA,869.2857142857143
3468,RDM SCG PLANT YOGYA RING ROAD,838.0769230769231
3469,SELO PROGO SAKTI PT.,793.3333333333334
3470,PBR VENTURI TANI MANDIRI,902.387447521758
3471,RDM SURYA KARYA SETIABUDI,879.9999994479771
3473,PRY 6 RUAS JALAN TOLL - JAKARTA,416.1666666666667
3475,BAUER PRATAMA INDONESIA PT,1459.2
3483,Proyek PLTA Kerinci 150 MV,1254.548265696487
3484,PT Igasar Semen Padang,1315.0
3486,PT Muria Jaya Beton,1310.4927095258176
3488,RDM AGUNG BETON PL DEPOK,805.0
3491,ARTHA MULIA BETON PT.,794.0
3492,BMU READYMIX,1150.578847252578
3494,RDM BERKAH BETON SADAYA,802.0
3495,BOGOR PERSADA INDONESIA PT.,870.0
3496,CATUR PUTRA MAPAN PT.,791.25
3497,CONWOOD INDONESIA PT.,840.7692307692307
3498,DECON MULTI INDUSTRI PT.,854.6666666666666
3499,DEMIX SARANA INDUSTRI INDONESIA PT.,863.25
3500,DUTA SARANA.PT ( I ),1041.774193548387
3503,PBR ETERNIT GRESIK,771.5829720806502
3504,FAUZAN PUTRA PERKASA,850.0
3507,PRY IRIGASI RENTANG / HK-SIS,810.0
3508,HALSONALMAN MITRA KREASINDO PT.,1150.578847252578
3510,PRY HUTAMA PRIMA CIGUDED,732.0
3511,PRY HUTAMA PRIMA GUNUNG SINDUR,711.25
3512,PBR JAYA BLOKMIL INDONESIA,592.5
3513,JM MUTU UTAMA PT.,1799.3828765391968
3514,KARUNIA MEGAH WISESA,804.2857142857143
3515,KOMPONINDO.B (CIKARANG),813.0
3516,LAMERTA BANGUN PRIMA PT.,796.3333333333334
3517,MAPEI INDONESIA CONSTRUCTION,994.6153846153846
3518,NIAGA SEJAHTERA BERSAMA PT./INDOKON,892.9664388399535
3521,PRY BATCHING PLANT PATIMBAN,1150.578847252578
3522,PRY TERMINAL SERVICE PATIMBAN PORT,845.9
3523,PRY PP URBAN PLANT SADANG,626.6153846153846
3524,PRY PELABUHAN RATU / CV GEMA,950.0
3525,PBR PRIMA SOLUSI INTEGRA,950.0
3527,PBR SAGAINDO JAYA ABADI,760.0806505761989
3528,"PRY JALAN APBN, KSO SIS-ADHI-WBP/AD",802.5
3529,SHENGLI INDONESIA PLANT BOGOR,1150.578847252578
3530,SURYA KARYA CV.  - PLANT PURWAKARTA,829.2857142857143
3532,"TORSINA REDIKON, PT - BANDUNG",787.7777777777778
3533,RDM TRI MUKTI PERTAMA PUTRA,840.0
3535,TUGU BETON SEMESTA ABADI PT.,868.6200000000001
3539,RDM UTAMA JAYA BETON,792.5
3542,USI SADAWARNA,795.0
3543,RDM WANAYASA BETON PANGANDARAN,1070.0
3545,PBR WBP PL CIBADAK / PRY BOCIMI,154.0
3546,RDM WASKITA BETON PRECAST PL SADANG,800.0
3547,"BUMI GAMPING SRIWIJAYA, PT (BDG)",735.0
3549,PBR WITON BOGOR,692.65625
3550,PBR WITON KARAWANG,776.8235294117648
3551,PRY BP WITON BOGOR,530.4444444444445
3552,PRY BP WITON KARAWANG,788.25
3553,PRY BP WITON SUBANG,785.2857142857143
3556,RDM WIKA BETON/SUBANG,794.8333333333334
3557,"WIJAYA KARYA JATIWANGI, PT.",766.3628723187585
3559,ZEIN BAHEERA PT.,813.25
3560,SURYA FAJAR BUANARAYA PT.,783.3333333333334
3561,PBR ADAM PAVING,907.5
3562,PRY REHABILITAS D.I KALIWADAS / ADH,770.0
3563,ARIES PUTRA BETON (SEMARANG),830.3781512605043
3564,RDM ARIES PUTRA BETON,803.4032173644632
3565,"RDM ARIES PUTRA BETON, PT",678.5485103132165
3567,RDM ARMADA HADA GRAHA PL BUGEL,852.3076923076923
3568,RDM BANGUN ANUGRAH BETON NUSANTARA,816.4285714142858
3570,RDM BAYU MURTI YASA / BMY,803.0769230646154
3572,RDM BERKAH WIJAYA / BW,869.9999999890908
3573,RDM BBM PLANT RANDUBLATUNG,840.6153846153846
3575,RDM BETON JAYA UTAMA/BJU,893.6335179388394
3576,PBR BUMI ARTHA SAMUDRA,954.6153846153846
3577,BUMI PANEN MAKMUR,886.24998
3578,PRY BUMI SARANA MAKMUR,890.4596249940626
3579,RDM CAHAYA SELO MUKTI BARU,878.5714285657143
3580,RDM CEBONG KONSTRUKSINDO / CK,892.6086956407606
3581,RDM DEWI RATIH PUTERA,866.3633607221382
3582,RDM DIRGANTARA BETONINDO / BOYOLALI,866.0000000011751
3583,PBR FOCON INTERLITE PL SMRG/FOCON,828.0555555555555
3584,RDM GADING KENCANA MULYA,807.0769230653847
3585,RDM GEONIKA UTAMA PERDANA,910.0
3586,PRY KENDAL INDUSTRIAL PARK-HUTAMA K,827.1428571428571
3587,PBR INDO TEGEL PT,967.5
3588,RDM JAYA SEMPURNA SAKTI/PL. KARANGA,1150.578847252578
3589,"JATI KENCANA, CV (READYMIX)",858.1250000250001
3590,"JATI KENCANA, CV/READYMIX",838.3928571517857
3592,RDM JUJUR JAYA BANGKIT,847.1703524477799
3593,PRY RENOVASI PASAR KEDUNGWUNI,1150.578847252578
3594,RDM KARTIKA JATI SENTOSA,910.0
3595,RDM KARYA INDAH,910.0
3596,KARYA WIRA BETON READYMIX PT.,885.0
3598,PBR KINI JAYA INDAH,952.5
3599,PBR LAKSANA PT,883.3333333066666
3600,RDM LARISSA/ PRY KAWASAN INDUSTRI P,840.0
3601,PBR MARWANI INDAH,974.2857142857143
3603,PBR MEGA CONCRETE CV,933.0
3604,RDM MITRA BETON PERKASA,865.4545443049876
3605,RDM MOHANDAS OELOEN,883.3333333066668
3606,MULTIBETON KARYA MANDIRI PT,863.578947368421
3609,RDM NURCAHYA JY MANDIRI/NURCAH,876.9230769192308
3610,NUSA JAYA CONCRETAMA,906.9230756696668
3611,"NUSANTARA BUILDING INDUSTRIES,",840.0
3612,PABRIK GENTENG ARCON,958.5714285714286
3614,PBR GRIYA PAVING MANDIRI,924.2857142857143
3615,PRY TOLL SEMARANG - DEMAK,846.5
3616,RDM PRIMA LOGAM,895.9999993092446
3618,PBR KURNIA ALAM SEJAHTERA,336.25
3621,"RODA JAYA PERKASA, PT",885.8333324219326
3622,PBR SAHABAT MEMBANGUN (MORTAR ESTRI,887.5
3623,RDM SAMBAS BETON,910.000005643204
3624,RDM SATRIA SAFIRA GROUP,856.1538461346153
3625,RDM SCG PLANT SOLO RING ROAD,801.6666666666666
3627,PBR SOLO PAVING BLOCK,956.3636363636364
3628,PBR UD SUMBER JAYA,930.8333333333334
3629,PBR SUPREME AGUNG PERKASA CV,918.4615384615385
3630,RDM SURYA BUANA INDAH,921.8181838818799
3631,"RDM SURYA JAYA BETON, PT",856.4698631397164
3633,"RDM TIRTA YASA, PT",876.6666666666666
3635,TRIPILAR BETONMAS PT.,190.69704026140042
3636,TRIYAGAN HERMET PERKASA,853.5713921110021
3637,TUGU BETON KROYA PT.,716.66675
3638,PBR WARINGIN PUTIH,908.8888888888889
3639,PBR WASKITA BETON PRECAST PL KLATEN,1400.0
3640,"WIJAYA KARYA BETON, PT",867.0524615266285
3644,PBR AMAK FIRDAUS UTOMO PT,820.8333333333334
3646,PBR APB MOJOKERTO,800.0
3647,ARJAYA PLANT KRIAN,593.5071829617393
3648,RDM BAHTERA KURNIA ABADI,907.3076923076923
3649,PBR BERKAH JAYA MAPAN,876.0
3650,PBR BETON ELEMINDO PERKASA,450.0
3651,BETON INTI GUNA PT.,1006.0
3652,PRY BEND SEMANTOK PAKET I,939.0
3653,BUILDING MATERIAL CONSTRUCTION CV.,795.925925925926
3654,PRY TAMBANG MAS TUJUH BUKIT/BS,906.2962962962963
3655,CALVARI ABADI,840.5555555555555
3656,CISANGKAN PT. PLANT PASURUAN,822.0
3658,"PBR CORIN MULIA GEMILANG,PT",807.1
3659,DJABES TUNAS UTAMA PT.,512.5
3661,DUTA BANGSA MANDIRI PT.(BANYUWANGI),580.7142857142857
3662,DUTA BANGSA PT.,580.7142857142857
3663,DUTA BETON MANDIRI PT.,833.3333333333334
3664,DUTA BETON MANDIRI PT/DUTA BET,457.5
3665,PBR DUTA BANGSA MANDIRI PT,686.25
3666,RDM DUTA BANGSA MANDIRI,833.2
3667,RDM DUTA BETON MANDIRI PUCANGSARI,888.8888888888889
3668,"PBR PABRIK PAVING FASS(OPC+)/FASS,",874.2857142857143
3669,"RDM FEVA INDONESIA, PT",942.0
3670,PBR PRIMA VOS LIGHT BLOCK,780.4761904761905
3671,PBR GARUDA,895.0
3672,PBR GARUDA PAVING,880.0
3674,PBR GRC BOARD JOMBANG,847.2727272727273
3677,PRY HUTAMA KARYA PL BERINGIN,811.9709981278965
3678,PRY SUNCITY BIZ PORONG/INDO PURNA,855.4545454545455
3680,RDM JATISONO MULTI KONSTRUKSI NGAWI,894.2857142857143
3683,JAYA MULYA CV.,953.2142857142857
3685,PBR JUMBO BAG GULOMANTUNG,892.1428571428571
3688,RDM KONSTRUKSI INDONESIA MANDIRI TU,877.0
3691,PBR DJENGGOLO/ MAHIR BETON,914.9999999918749
3693,"MICO GRAHA PAVINDO, PT",916.0
3699,PBR PAKIS INDAH,926.6666666666666
3700,PBR PAVINDO INTERNUSA,860.0
3701,PAVING FARD,933.2142857142857
3703,PBR KARUNIA HOSANA,936.6666666666666
3704,PBR PAKU BETON  PERKASA,680.0
3705,PERSADA JAYA UD.,845.0
3706,RDM PESONA ARNOS BETON,866.3620289855072
3708,PRIORITY ONE INDONESIA PT.,835.7692307692307
3709,RDM  PUTRA MANDIRI,925.0
3710,PUTRA PRIMA SENTOSA PT.,890.0
3712,RAJA KARYA UD.,760.9555555555555
3713,PBR RAJA PERKASA,900.0
3716,RDM ROSAN PRIMA GROUP,847.1428571428571
3717,SAKURA BETON CV.,520.0
3719,SARI BUMI SIDAYU PT.,869.5
3720,RDM SCG PLANT KEDIRI,800.4166666666666
3721,RDM SCG PLANT PLOSO JOMBANG,1150.578847252578
3722,PRY SEJAHTERA BERSAMA BOJONEGORO,863.5714285714286
3724,SHICA JAYA SENTOSA PT.,896.25
3730,RDM SUNAN MURIA,1150.578847252578
3731,PBR SURYA BUANA,874.6153846153846
3733,TIRTOBUMI ADYATUNGGAL PT.,129.28571428571428
3734,"TJIWI KIMIA, PT (PABRIKAN)",897.5
3735,RDM CAHAYA BETON,896.25
3736,PBR TRIPILAR BETONMAS,846.6666666666666
3737,"KADIRI SARANA BHAKTI, PT",891.875
3738,TRIPUTRA PERKASA SEJATI PT.,831.25
3740,PBR UNGGUL JAYA BETON PLANT LAMONGA,842.5000010917765
3743,PRY TOL LEGUNDI-BUNDER/WBP,660.0
3746,BINTANG PRATAMA MIX PT.,1090.7142857142858
3747,"RDM CITRA MANDIRI REKAYASA, PT",1005.285714285714
3751,GDG PT. ODI KARYA MANDIRI (B.MASIN,972.8571428571429
3753,BANJARMASIN,1046.0714285714287
3756,KUTAI BARAT,1340.0
3758,RDM Kutai Readymix BP Balikpapan,1111.111111111111
3759,SAMARINDA,1063.3333333333333
3760,RDMP Balikpapan,1238.2857142857142
3762,RDM Triton Mix BP Penajam Paser Uta,1232.142857142857
3764,CV. Arum Abadi (ARDI),745.3846153846154
3766,Pryk Bend Way Sekampung - PPP / PSN,958.6666666666666
3767,TB SMS,972.0
3768,PT Wika Beton PBB Lampung Teginenen,789.295095095095
3769,PT Wika Beton/PPB Lampung Selatan,739.6409090909091
3770,Proyek Wika Beton PPWB Tegineneng,769.1736486486487
3771,Proyek Wika beton Pbb,625.2333333333333
3772,PROYEK WEDA BAY,176100.0
3775,LOMBOK MULIA JAYA,953.3333333333334
3776,PT. MANDALA UTAMA BETON,980.0
3777,PT. Diu Beton Konstruksindo/ Pry Ka,975.0
3778,PROYEK BENDUNGAN MANIKIN,1325.0
3779,proyek BD-PKT-APBNP-19 MODERN WIDYA,1490.0
3780,PT. WIDYA SATRIA,1300.0
3781,PT. ADIKARYA TANRISAU,876.6666666666666
3782,PT. EVA MAHKOTA PURA,1363.5714285714287
3783,PT. YOTEFA INDAH,1300.0
3790,Pryk Tol HK Pku Bangkinang,919.2857142857143
3792,BP MBM Batu Basurek,976.5
3793,PT Mitra Sukses Wijaya Beton,1088.9285714285713
3794,PT Riau Beton Mandiri,1208.5714285714287
3796,Pryk Tol PekBang SCG Ruas 3,1138.0
3797,PT Surya Perkasa Beton,1211.6666666666667
3799,PT Wiradjaja PK Tol BKN,1186.6666666666667
3801,"JUTAM READYMIX CONCRETE, BTM, RET",923.25
3802,PERKASA BETON BATAM PT.,495.5769230769231
3803,BETON KARYA PUNGGUR PT.,993.8461538461538
3804,SINAR ALAMINDO PRATAMA PT.,1001.8181818181819
3805,PT. Remicon Widya Prima,428.24074074074076
3806,"UTAMA INDAH MITRA SETIA, BTM, RET",911.6666666666666
3807,PT. PASSOKORANG,1125.3846153846155
3808,PROYEK JALUR KA LINTAS MAKASSAR,906.9
3809,PT. ALC MAKASSAR,960.0
3811,BUMI SARANA BETON,959.2
3817,PROYEK BENDUNGAN KARALLOE,1109.090909090909
3819,Proyek New Port Makassar,865.0
3822,Proyek PT. VALE,1115.3846153846155
3826,TIMUR UTAMA SAKTI,955.3333333333334
3827,TRI STAR MANDIRI,964.1666666666666
3829,PT.Muria Utama,1180.0
3831,PT. Passokorang Pry PreservasiJalan,1100.0
3834,PT. BUMI SARANA BETON,868.2608695652174
3840,PT. NUSANTARA SEJAHTERA BERSAMA,1212.857142857143
3841,PROYEK TOL MANADO BITUNG,1081.8735000000001
3842,PT. DUTA KASIH SEJAHTERA,885.0
3843,PT. MULTI KARYA JAYA UTAMA,0.0
3847,PT. Dekky Karya Bestari,1317.0
3857,PT TIARA TELUK JAYA,922.5735845519316
3861,PT. ABC Beton Indonesia SBA,1319.0
3862,"ABADI BETON PERKASA, PT",1233.4705882352941
3865,"BINIVAN KONSTRUKSI ABADI , PT",1324.4444444444443
3866,"DEXTONINDO PERSADA,PT JB TYPE V",1800.0
3869,Pryk Tol Binjai Hakaaston,1162.142857142857
3870,PT. Jaya Beton Indonesia-SBA,1226.6666666666667
3872,"KREASIBETON NUSAPERSADA, NS1, DIR",1045.0
3877,Proyek Tol Indrapura Kisaran PO 3,1150.578847252578
3880,PT. Pangeran Beton Nusntra-SBA,1176.357142857143
3882,"TUGU BETON SEMESTA ABADI, PT",1461.25
3886,Pryk WBP Tol Tebing Tinggi SBO HKA,1148.2222222222222
3887,"ABAD JAYA ABADI SENTOSA, BNA, LBNA",1008.3913846153846
3889,"ANDESMONT SAKTI, BNA",1249.1033333333332
3891,"AYU LESTARI INDAH, BNA",726.152
3892,Bohana Jaya Nusantara Aceh Utara,816.5714285714286
3893,Proyek Tol Aceh PT Adhi Karya BP Bi,1116.923076923077
3894,PLTA Peuasangan PT KNS Hyundai E&C,1508.5714285714287
3897,RDM BALI BETON MANDIRI,1034.9282472997986
3898,RDM CAHAYA BALI BANGUN PERSADA PT,1070.0
3906,BATA MILENIUM INDONESIA PT.,805.0
3907,BINTANG BETON INDONESIA PT,772.5
3908,CKS PRECAST - PLANT CIPONDOH,846.5
3909,PRY CIVIL WORKS CONST OF KARIAN/DAE,952.3076923076923
3910,PRY REVITALISASI SUNGAI CIUJUNG,790.0
3911,"PBR EKATAMA PRECAST INDONESIA, PT",800.0
3914,"KREASI BETON NUSA PERSADA, PT",810.0
3920,PRY BATCHING PLANT STADION BANTEN/P,830.5454545454545
3922,SAVIRCON MANDIRI INTERNUSA PT.,776.4285714285714
3923,RDM SCG PLANT CILEGON,1150.578847252578
3926,UNISTRADA GLOBAL MANDIRI PT.,776.6666666666666
3927,PRY UIN-WIKA GEDUNG,1036.75
3928,Proyek Tol Bengkulu Hakaaston,1072.0
3936,RDM KURNIA SEJAHTERA BETON,790.000002831118
3937,NUSANTARA CONBLOCK CV.,956.0
3939,RDM SURYA BETON PRECAST,878.3561700852424
3940,PBR UNICON SEJAHTERA,928.6363636363636
3942,RDM KBN/PRY KAWASAN INDUSTRI MARUND,717.7777777777778
3944,TORSINA REDIKON PT. (PULOGADUNG),765.5
3949,PT Bata Ringan Pryk Hotel Haris,1214.5454545454545
3957,AZKA SEJAHTERA,821.6666666666666
3958,KSO,885.0
3960,ABIPRAYA BETON PL SUBANG,796.6666666666666
3961,BUILDING TECHNOLOGIES INDONESIA,830.0
3970,FOSROC INDONESIA.PT,863.75
3971,RDM GUNUNG RAJA PAKSI,794.0
3974,HARTA BETON READYMIX,825.0
3975,HUME CONCRETE INDONESIA PT,833.75
3982,PRY BEND SADAWARNA / NINDYA KARYA,780.0
3995,RDM TRIMITZ SINERGI MANDALA,874.2857142857143
3997,USI BETON PLANT PAMULIHAN,799.0
4000,PBR WASKITA BETON PRECAST PL KRW,866.9444444444445
4001,PBR WBP PL MEKARSARI,790.0
4002,PRY BEND. LEUWIKERIS / WBP,402.5
4003,PRY PLANT KALIJATI/WASKITA KARYA,800.0
4029,PBR CIPTA MORTA UTAMA KENDAL,848.5714285714286
4030,RDM DBI / PRY RADUGUNTING,850.8333333515152
4033,PBR GEMILANG MAKMUR,924.2857142857143
4034,RDM GUNUNG MAS,889.9999999771428
4035,PRY HEIBEI JIANKAN/GROBOGAN,867.7272727272727
4036,RDM HUTAMA PRIMA PT,900.0
4040,RDM JATI KENCANA BETON,866.6666666666666
4041,PBR KARYA UTAMA,886.6666666666666
4042,RDM KEJORA JAYA RAYA,889.9999999961539
4043,RDM KH BETON,924.2857142857143
4044,RDM KURMO BETON,900.0
4045,MADU MULYA CV.,1150.578847252578
4047,CV ARISTA KARYA,868.743169385164
4048,RDM MITRA WIGUNA NUSANTARA,870.9090909072728
4053,NUSANTARA BUILDING INDUSTRIES PT,196.92307692307693
4054,PBR NUSANTARA BUILDING INDUSTRI,840.0
4055,RDM PANCA WIRA PUTRA PL KRANYAR,906.8042068866158
4056,RDM PUTRA MANDIRI,885.5384615354615
4058,RDM RATNA SANTI LESTARI MAKMUR,869.999999984047
4060,RDM SAKA PILAR UTAMA,886.9230769076923
4061,"RDM SAMBAS BETON, PT",910.0000025724007
4062,RDM SATWIGA MUSTIKA NAGA PL SMRG,889.9999999866666
4064,PBR SINAR TERANG,950.0
4066,PRY PBTR / SMJ,866.25
4067,RDM SURAJAYA TATA MEGAH,888.33333332
4068,RDM SURYA CAKRA SAKTI - KLATEN,870.5555555653333
4070,RDM SYAKIRA FATISHA KARYA MANDIRI,875.267999988125
4071,RDM TOTAL BANGUN SENTOSA,777.1428571428571
4072,PBR TRI PILAR BETON MAS,721.1538461538462
4073,RDM TRIYAGAN HARMET PERKASA/THP,897.7499997721354
4075,UNGGUL SEJATI INDONESIA,800.0
4077,PBR WBP PL BARUNA,850.0
4078,RDM FANIDITA SARANA KSO/WIDJOJO KOE,851.6666666666666
4082,RDM ADHIMIX RMC INDONESIA/ARI,833.7499999929687
4085,ABI MANUNGGAL PLANT KEN PARK,854.2856928571429
4087,ARGA BETON INDAH PT.,928.0
4091,RDM BETON INDOTAMA SURYA JAYA,879.4164805360563
4092,BETON PRIMA INDONESIA PT.,889.0
4093,RDM BORNEO JAYA SAKTI,876.1538461538462
4095,PBR BUMI INDAH GENTENG PT,778.75
4096,PRY BUMI MAS PERDANA,1150.578847252578
4100,PBR CONBLOCK INDONESIA PERSADA/CIP,903.3333333333334
4105,DUTA BANGSA CV.,843.125
4106,DUTA BANGSA MANDIRI PT.(READYMIX),811.5625
4107,"DUTA BANGSA READYMIX, CV",682.5
4113,EDOMIX BETON READYMIX.CV,788.4615384615385
4116,"PBR FOCON INTERLITE, PT",827.1428571428571
4123,"HUME SAKTI INDONESIA, PT",857.0
4126,RDM JATISONO MULTI KONSTRUKSI,885.7142857142857
4128,PBR JAYA ETIKA BETON,897.2222222222222
4132,RDM JISOELMAN PUTRA BANGSA,656.25000172554
4140,PBR DJENGGOLO / MAHIR BETON,791.5395293272985
4145,RDM NINDYA MINARTA / BEND TUGU,802.9166666666666
4148,PBR PANCURANMAS INDO SEJATI,1150.578847252578
4152,PBR KARYA INDO BETON,865.0
4154,PBR PERSADA JAYA CV,924.5
4161,"RAJA KARYA, UD",860.2533333333334
4164,RDM RESTU ANAK JAYA ABADI BETON/PLA,860.0000010856643
4165,RDM RESTU ANAK JAYA ABADI BETON/PRY,842.0454545454545
4167,SAETI BETON PRACETAK PT.,911.6666666666666
4168,"SAKURA, CV",937.5
4170,RDM SCG PLANT GEMPOL,814.1785714285714
4171,RDM SCG PLANT KRIAN,834.0909090909091
4172,"SCG PIPE AND PRECAST INDONESIA, PT",1150.578847252578
4177,"SIRKAH PURBANTARA UTAMA, PT",874.799999540345
4178,SUMBER JAYA (PAB. STONE - CRUS,927.5
4180,RDM SURYA BENGAWAN SAKTI PL KAPAS,894.0
4184,PRY WADUK SEMANTOK/TRIJAYA ADHIMIX,887.3076923076923
4185,RDM KRIS JAYA ADYMIX,812.9166681836922
4186,"TRI JAYA ADYMIX, CV",880.62391713932
4187,TRIPALINDO TRANS MIX PT.,857.79112125
4191,RDM TUGU BETON SEMESTA ABADI PT,876.6666710297526
4195,PBR UZINDO PT,851.6666666666666
4204,PRY PEMBANGUNAN TERMINAL KIJING MEM,1082.5
4205,RDM PBA READYMIX BP BANJAR,927.5
4206,PT. CAHAYA PURNA NUSARAYA,911.4285714285714
4210,PT. BRANTAS ABIPRAYA,1594.75
4212,RDM FAST BP Balikpapan,1150.578847252578
4215,KARYA KREASI PRIMA PT,1175.0
4217,PT. Oceans Multi Power (Tiger Ready,1100.0
4218,RDM Mulia Readymix BP Balikpapan,1094.4444444444443
4219,PT BUKIT MAKMUR MANDIRI UTAMA,1164.5454545454545
4220,PT GRAHA BENUA ETAM,1190.0
4223,RDM Wira Keluarga Mandiri,1221.6666666666667
4224,RDM YUSINDO CITRA KATULISTIWA,1150.578847252578
4227,PT Zsazsa Abadi Mandiri,357.6470588235294
4232,PT. SURYA INTAN HARMONI,1180.0
4238,PT. SATYA KELANA BHAKTI,1320.0
4239,PT. RAJAWALI PUNCAK JAYAWIJAYA,1052.0
4241,PT.BETON INDO PERKASA,912.9629629629653
4242,PT Bangun Purba Setahi,1381.8551965530864
4243,PT. Betonindo Perkasa,1202.8888888888914
4244,"DUMAI JAYA BETON, DUM, DJB",883.9367346938774
4245,Pry PLTGU Tenayan Riau/HK,1694.1681902805956
4246,JM MUTU UTAMA PT.(PU DUMAI),2048.41628959276
4247,PT Lutvindo Wijaya Perkasa,1207.0588235294117
4248,BP MBM Rimbo Panjang,963.0
4250,PT Kawasan Industri Kampar,1213.1584870141628
4254,"SUMBER PENIKARYA, PT",1102.8
4256,PBR / BP I WITON KAMPAR (BP),1213.875
4258,BOSTON BETON PT.,1002.9
4259,"CITRA BETON, BTM, LOC",913.0267857142857
4262,WIJAYA KARYA BETON - CLT,845.3474702380956
4271,NINDYA KARYA PLANT KARALLOE,1046.6363636363637
4277,PT. IKRAM TIGA BERLIAN,1080.0
4282,Smelter PT. GNI Morowali,1050.0
4289,PT. YOSIKEN INTI PERKASA,1175.0
4290,PRY SMELTER CERIA,1500.0
4294,PT.CONBLOC INDONESIA SURYA,1192.5
4300,PT Dhamor Utama,1238.5714285714287
4301,Proyek Pemb PLTMH Balai Selasa PT G,1251.9877170506893
4308,PT Duta Permatas Lestari,1150.578847252578
4309,PT Waskita Beton Precast (Plant Gas,698.75
4318,"KARUNIA BETON LESTARI, PT",726.1111111111111
4322,PANGERAN BETON,1249.4375
4323,Pryk Bend Lau Simeme PP / PSN,1132.0
4324,PT SUKSES BETON,1187.2727272727273
4325,PT Unggul Perdana Mulya,1500.0
4327,Proyek PLTA Batang Toru,1466.6666666666667
4329,T TON,1327.2727272727273
4333,"ABAD JAYA ABADI SENTOSA, LSW",975.9857142857143
4339,"LHOKNGA BETON, BNA",1054.1846471210758
4341,PT Wajib Usaha Mix,1030.0
4342,"RDM ADI JAYA BETON, PT",1033.6363636363637
4345,PRY PEMBANGUNAN BENDUNGAN TAMBLANG,1049.0
4351,"CIPTA MORTAR UTAMA,PT-PLANT CIKANDE",674.7711711607483
4355,INDO NAN PAO RESINS CHEMICAL PT.,890.0
4356,"JAYA BETON INDONESIA,PT",798.0
